Title,URL,Tag String,Number of Works
Agent Carter (Marvel Short Film),https://archiveofourown.org/tags/Agent%20Carter%20(Marvel%20Short%20Film)/works,Agent%20Carter%20(Marvel%20Short%20Film),62
Banlieue 13 (Movies),https://archiveofourown.org/tags/Banlieue%2013%20(Movies)/works,Banlieue%2013%20(Movies),62
Body of Lies (2008),https://archiveofourown.org/tags/Body%20of%20Lies%20(2008)/works,Body%20of%20Lies%20(2008),62
Hannibal Rising (2007),https://archiveofourown.org/tags/Hannibal%20Rising%20(2007)/works,Hannibal%20Rising%20(2007),62
Practical Magic (1998),https://archiveofourown.org/tags/Practical%20Magic%20(1998)/works,Practical%20Magic%20(1998),62
Black Hawk Down (2001),https://archiveofourown.org/tags/Black%20Hawk%20Down%20(2001)/works,Black%20Hawk%20Down%20(2001),61
Ginger Snaps (Movies),https://archiveofourown.org/tags/Ginger%20Snaps%20(Movies)/works,Ginger%20Snaps%20(Movies),61
Judd Apatow Universe,https://archiveofourown.org/tags/Judd%20Apatow%20Universe/works,Judd%20Apatow%20Universe,61
Public Enemies (2009),https://archiveofourown.org/tags/Public%20Enemies%20(2009)/works,Public%20Enemies%20(2009),61
Clash of the Titans (2010),https://archiveofourown.org/tags/Clash%20of%20the%20Titans%20(2010)/works,Clash%20of%20the%20Titans%20(2010),60
Furious 7 (2015),https://archiveofourown.org/tags/Furious%207%20(2015)/works,Furious%207%20(2015),60
The Prestige (2006),https://archiveofourown.org/tags/The%20Prestige%20(2006)/works,The%20Prestige%20(2006),60
Prince of Persia: The Sands of Time (2010),https://archiveofourown.org/tags/Prince%20of%20Persia:%20The%20Sands%20of%20Time%20(2010)/works,Prince%20of%20Persia:%20The%20Sands%20of%20Time%20(2010),60
The X-Files: I Want To Believe (2008),https://archiveofourown.org/tags/The%20X-Files:%20I%20Want%20To%20Believe%20(2008)/works,The%20X-Files:%20I%20Want%20To%20Believe%20(2008),60
Charlie's Angels - All Media Types,https://archiveofourown.org/tags/Charlie's%20Angels%20-%20All%20Media%20Types/works,Charlie's%20Angels%20-%20All%20Media%20Types,59
The Sound of Music - Rodgers/Hammerstein/Lindsay & Crouse,https://archiveofourown.org/tags/The%20Sound%20of%20Music%20-%20Rodgers*s*Hammerstein*s*Lindsay%20*a*%20Crouse/works,The%20Sound%20of%20Music%20-%20Rodgers*s*Hammerstein*s*Lindsay%20*a*%20Crouse,59
Third Star (2010),https://archiveofourown.org/tags/Third%20Star%20(2010)/works,Third%20Star%20(2010),59
Blades of Glory (2007),https://archiveofourown.org/tags/Blades%20of%20Glory%20(2007)/works,Blades%20of%20Glory%20(2007),58
Chicago (2002),https://archiveofourown.org/tags/Chicago%20(2002)/works,Chicago%20(2002),58
Django Unchained (2012),https://archiveofourown.org/tags/Django%20Unchained%20(2012)/works,Django%20Unchained%20(2012),58
Green Hornet (2011),https://archiveofourown.org/tags/Green%20Hornet%20(2011)/works,Green%20Hornet%20(2011),58
Hocus Pocus (1993),https://archiveofourown.org/tags/Hocus%20Pocus%20(1993)/works,Hocus%20Pocus%20(1993),58
The Lone Ranger - All Media Types,https://archiveofourown.org/tags/The%20Lone%20Ranger%20-%20All%20Media%20Types/works,The%20Lone%20Ranger%20-%20All%20Media%20Types,58
West Side Story (1961),https://archiveofourown.org/tags/West%20Side%20Story%20(1961)/works,West%20Side%20Story%20(1961),58
Warm Bodies (2013),https://archiveofourown.org/tags/Warm%20Bodies%20(2013)/works,Warm%20Bodies%20(2013),57
Justice League: Crisis on Two Earths,https://archiveofourown.org/tags/Justice%20League:%20Crisis%20on%20Two%20Earths/works,Justice%20League:%20Crisis%20on%20Two%20Earths,56
No Night is Too Long (2002),https://archiveofourown.org/tags/No%20Night%20is%20Too%20Long%20(2002)/works,No%20Night%20is%20Too%20Long%20(2002),56
殺破狼 | SPL | Kill Zone (Movies),https://archiveofourown.org/tags/%E6%AE%BA%E7%A0%B4%E7%8B%BC%20%7C%20SPL%20%7C%20Kill%20Zone%20(Movies)/works,%E6%AE%BA%E7%A0%B4%E7%8B%BC%20%7C%20SPL%20%7C%20Kill%20Zone%20(Movies),56
Lara Croft: Tomb Raider (Movies),https://archiveofourown.org/tags/Lara%20Croft:%20Tomb%20Raider%20(Movies)/works,Lara%20Croft:%20Tomb%20Raider%20(Movies),56
Who Framed Roger Rabbit (1988),https://archiveofourown.org/tags/Who%20Framed%20Roger%20Rabbit%20(1988)/works,Who%20Framed%20Roger%20Rabbit%20(1988),55
300 (Movies),https://archiveofourown.org/tags/300%20(Movies)/works,300%20(Movies),54
Alvin and the Chipmunks - All Media Types,https://archiveofourown.org/tags/Alvin%20and%20the%20Chipmunks%20-%20All%20Media%20Types/works,Alvin%20and%20the%20Chipmunks%20-%20All%20Media%20Types,54
L.A. Confidential (1997),https://archiveofourown.org/tags/L*d*A*d*%20Confidential%20(1997)/works,L*d*A*d*%20Confidential%20(1997),54
The Rocky & Bullwinkle Show,https://archiveofourown.org/tags/The%20Rocky%20*a*%20Bullwinkle%20Show/works,The%20Rocky%20*a*%20Bullwinkle%20Show,54
Boa vs. Python (2004),https://archiveofourown.org/tags/Boa%20vs*d*%20Python%20(2004)/works,Boa%20vs*d*%20Python%20(2004),53
Casablanca (1942),https://archiveofourown.org/tags/Casablanca%20(1942)/works,Casablanca%20(1942),53
Gods Of Egypt (2016),https://archiveofourown.org/tags/Gods%20Of%20Egypt%20(2016)/works,Gods%20Of%20Egypt%20(2016),53
Madagascar (Movies),https://archiveofourown.org/tags/Madagascar%20(Movies)/works,Madagascar%20(Movies),53
Speed Racer (2008),https://archiveofourown.org/tags/Speed%20Racer%20(2008)/works,Speed%20Racer%20(2008),53
Latter Days (2003),https://archiveofourown.org/tags/Latter%20Days%20(2003)/works,Latter%20Days%20(2003),52
Dirk Pitt & Related Fandoms,https://archiveofourown.org/tags/Dirk%20Pitt%20*a*%20Related%20Fandoms/works,Dirk%20Pitt%20*a*%20Related%20Fandoms,51
Mach GoGoGo | Speed Racer,https://archiveofourown.org/tags/Mach%20GoGoGo%20%7C%20Speed%20Racer/works,Mach%20GoGoGo%20%7C%20Speed%20Racer,51
Monty Python and the Holy Grail (1975),https://archiveofourown.org/tags/Monty%20Python%20and%20the%20Holy%20Grail%20(1975)/works,Monty%20Python%20and%20the%20Holy%20Grail%20(1975),51
Mr. and Mrs. Smith (2005),https://archiveofourown.org/tags/Mr*d*%20and%20Mrs*d*%20Smith%20(2005)/works,Mr*d*%20and%20Mrs*d*%20Smith%20(2005),51
Secret of Kells (2009),https://archiveofourown.org/tags/Secret%20of%20Kells%20(2009)/works,Secret%20of%20Kells%20(2009),51
Silent Hill (2006),https://archiveofourown.org/tags/Silent%20Hill%20(2006)/works,Silent%20Hill%20(2006),51
Talented Mr Ripley (1999),https://archiveofourown.org/tags/Talented%20Mr%20Ripley%20(1999)/works,Talented%20Mr%20Ripley%20(1999),51
2001: A Space Odyssey (1968),https://archiveofourown.org/tags/2001:%20A%20Space%20Odyssey%20(1968)/works,2001:%20A%20Space%20Odyssey%20(1968),50
Brick (2005),https://archiveofourown.org/tags/Brick%20(2005)/works,Brick%20(2005),50
District 9 (2009),https://archiveofourown.org/tags/District%209%20(2009)/works,District%209%20(2009),50
Fifth Element (1997),https://archiveofourown.org/tags/Fifth%20Element%20(1997)/works,Fifth%20Element%20(1997),50
Fifty Shades of Grey (2015),https://archiveofourown.org/tags/Fifty%20Shades%20of%20Grey%20(2015)/works,Fifty%20Shades%20of%20Grey%20(2015),50
The Hitcher (1986),https://archiveofourown.org/tags/The%20Hitcher%20(1986)/works,The%20Hitcher%20(1986),50
Across the Universe (2007),https://archiveofourown.org/tags/Across%20the%20Universe%20(2007)/works,Across%20the%20Universe%20(2007),49
The Brotherhood (Movies),https://archiveofourown.org/tags/The%20Brotherhood%20(Movies)/works,The%20Brotherhood%20(Movies),49
Butch Cassidy and the Sundance Kid (1969),https://archiveofourown.org/tags/Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969)/works,Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),49
Kong: Skull Island (2017),https://archiveofourown.org/tags/Kong:%20Skull%20Island%20(2017)/works,Kong:%20Skull%20Island%20(2017),49
The LEGO Ninjago Movie (2017),https://archiveofourown.org/tags/The%20LEGO%20Ninjago%20Movie%20(2017)/works,The%20LEGO%20Ninjago%20Movie%20(2017),49
Santa Clause (Movies),https://archiveofourown.org/tags/Santa%20Clause%20(Movies)/works,Santa%20Clause%20(Movies),49
TiMER (2009),https://archiveofourown.org/tags/TiMER%20(2009)/works,TiMER%20(2009),49
Beowulf - All Media Types,https://archiveofourown.org/tags/Beowulf%20-%20All%20Media%20Types/works,Beowulf%20-%20All%20Media%20Types,48
绣春刀 | Brotherhood of Blades (Movies),https://archiveofourown.org/tags/%E7%BB%A3%E6%98%A5%E5%88%80%20%7C%20Brotherhood%20of%20Blades%20(Movies)/works,%E7%BB%A3%E6%98%A5%E5%88%80%20%7C%20Brotherhood%20of%20Blades%20(Movies),48
Finding Nemo (2003),https://archiveofourown.org/tags/Finding%20Nemo%20(2003)/works,Finding%20Nemo%20(2003),48
The Internship (2013),https://archiveofourown.org/tags/The%20Internship%20(2013)/works,The%20Internship%20(2013),48
Into the Woods (2014),https://archiveofourown.org/tags/Into%20the%20Woods%20(2014)/works,Into%20the%20Woods%20(2014),48
Mysterious Skin (2005),https://archiveofourown.org/tags/Mysterious%20Skin%20(2005)/works,Mysterious%20Skin%20(2005),48
Oliver Twist - All Media Types,https://archiveofourown.org/tags/Oliver%20Twist%20-%20All%20Media%20Types/works,Oliver%20Twist%20-%20All%20Media%20Types,48
Clue (1985),https://archiveofourown.org/tags/Clue%20(1985)/works,Clue%20(1985),47
Dirty Dancing (1987),https://archiveofourown.org/tags/Dirty%20Dancing%20(1987)/works,Dirty%20Dancing%20(1987),47
Ella Enchanted (2004),https://archiveofourown.org/tags/Ella%20Enchanted%20(2004)/works,Ella%20Enchanted%20(2004),47
The Grand Budapest Hotel (2014),https://archiveofourown.org/tags/The%20Grand%20Budapest%20Hotel%20(2014)/works,The%20Grand%20Budapest%20Hotel%20(2014),47
Hulk (2003),https://archiveofourown.org/tags/Hulk%20(2003)/works,Hulk%20(2003),47
Ice Age (Movies),https://archiveofourown.org/tags/Ice%20Age%20(Movies)/works,Ice%20Age%20(Movies),47
Jennifer's Body (2009),https://archiveofourown.org/tags/Jennifer's%20Body%20(2009)/works,Jennifer's%20Body%20(2009),47
The Lone Ranger (2013),https://archiveofourown.org/tags/The%20Lone%20Ranger%20(2013)/works,The%20Lone%20Ranger%20(2013),47
Mr. Peabody & Sherman (2014),https://archiveofourown.org/tags/Mr*d*%20Peabody%20*a*%20Sherman%20(2014)/works,Mr*d*%20Peabody%20*a*%20Sherman%20(2014),47
Predator (1987),https://archiveofourown.org/tags/Predator%20(1987)/works,Predator%20(1987),47
The Texas Chainsaw Massacre (Movies),https://archiveofourown.org/tags/The%20Texas%20Chainsaw%20Massacre%20(Movies)/works,The%20Texas%20Chainsaw%20Massacre%20(Movies),47
The Tournament (2009),https://archiveofourown.org/tags/The%20Tournament%20(2009)/works,The%20Tournament%20(2009),47
Valhalla Rising,https://archiveofourown.org/tags/Valhalla%20Rising/works,Valhalla%20Rising,47
Big Eden (2000),https://archiveofourown.org/tags/Big%20Eden%20(2000)/works,Big%20Eden%20(2000),46
Bill & Ted (Movies),https://archiveofourown.org/tags/Bill%20*a*%20Ted%20(Movies)/works,Bill%20*a*%20Ted%20(Movies),46
What's Your Number? (2011),https://archiveofourown.org/tags/What's%20Your%20Number*q*%20(2011)/works,What's%20Your%20Number*q*%20(2011),46
Bram Stoker's Dracula (1992),https://archiveofourown.org/tags/Bram%20Stoker's%20Dracula%20(1992)/works,Bram%20Stoker's%20Dracula%20(1992),45
El Laberinto del Fauno | Pan's Labyrinth (2006),https://archiveofourown.org/tags/El%20Laberinto%20del%20Fauno%20%7C%20Pan's%20Labyrinth%20(2006)/works,El%20Laberinto%20del%20Fauno%20%7C%20Pan's%20Labyrinth%20(2006),45
Lady and the Tramp (1955),https://archiveofourown.org/tags/Lady%20and%20the%20Tramp%20(1955)/works,Lady%20and%20the%20Tramp%20(1955),45
Meet the Robinsons (2007),https://archiveofourown.org/tags/Meet%20the%20Robinsons%20(2007)/works,Meet%20the%20Robinsons%20(2007),45
進撃の巨人 | Shingeki no Kyojin | Attack on Titan (Movies),https://archiveofourown.org/tags/%E9%80%B2%E6%92%83%E3%81%AE%E5%B7%A8%E4%BA%BA%20%7C%20Shingeki%20no%20Kyojin%20%7C%20Attack%20on%20Titan%20(Movies)/works,%E9%80%B2%E6%92%83%E3%81%AE%E5%B7%A8%E4%BA%BA%20%7C%20Shingeki%20no%20Kyojin%20%7C%20Attack%20on%20Titan%20(Movies),45
Valentine's Day (2010),https://archiveofourown.org/tags/Valentine's%20Day%20(2010)/works,Valentine's%20Day%20(2010),45
The Bronze (2015),https://archiveofourown.org/tags/The%20Bronze%20(2015)/works,The%20Bronze%20(2015),44
Eternal Sunshine of the Spotless Mind (2004),https://archiveofourown.org/tags/Eternal%20Sunshine%20of%20the%20Spotless%20Mind%20(2004)/works,Eternal%20Sunshine%20of%20the%20Spotless%20Mind%20(2004),44
Insidious (Movies),https://archiveofourown.org/tags/Insidious%20(Movies)/works,Insidious%20(Movies),44
Kingdom of Heaven (2005),https://archiveofourown.org/tags/Kingdom%20of%20Heaven%20(2005)/works,Kingdom%20of%20Heaven%20(2005),44
Mirrormask (2005),https://archiveofourown.org/tags/Mirrormask%20(2005)/works,Mirrormask%20(2005),44
Sin City - All Media Types,https://archiveofourown.org/tags/Sin%20City%20-%20All%20Media%20Types/works,Sin%20City%20-%20All%20Media%20Types,44
Wuthering Heights - All Media Types,https://archiveofourown.org/tags/Wuthering%20Heights%20-%20All%20Media%20Types/works,Wuthering%20Heights%20-%20All%20Media%20Types,44
21 Jump Street (Movies),https://archiveofourown.org/tags/21%20Jump%20Street%20(Movies)/works,21%20Jump%20Street%20(Movies),43
Adventures of Tintin (2011),https://archiveofourown.org/tags/Adventures%20of%20Tintin%20(2011)/works,Adventures%20of%20Tintin%20(2011),43
Becoming Jane (2007),https://archiveofourown.org/tags/Becoming%20Jane%20(2007)/works,Becoming%20Jane%20(2007),43
Casper (1995),https://archiveofourown.org/tags/Casper%20(1995)/works,Casper%20(1995),43
The Crow (Movies),https://archiveofourown.org/tags/The%20Crow%20(Movies)/works,The%20Crow%20(Movies),43
The Fall (2006),https://archiveofourown.org/tags/The%20Fall%20(2006)/works,The%20Fall%20(2006),43
I Am Number Four (2011),https://archiveofourown.org/tags/I%20Am%20Number%20Four%20(2011)/works,I%20Am%20Number%20Four%20(2011),43
The Jungle Book (1967),https://archiveofourown.org/tags/The%20Jungle%20Book%20(1967)/works,The%20Jungle%20Book%20(1967),43
NaPolA | Before the Fall (2004),https://archiveofourown.org/tags/NaPolA%20%7C%20Before%20the%20Fall%20(2004)/works,NaPolA%20%7C%20Before%20the%20Fall%20(2004),43
Щит и Меч | The Shield and the Sword (1968),https://archiveofourown.org/tags/%D0%A9%D0%B8%D1%82%20%D0%B8%20%D0%9C%D0%B5%D1%87%20%7C%20The%20Shield%20and%20the%20Sword%20(1968)/works,%D0%A9%D0%B8%D1%82%20%D0%B8%20%D0%9C%D0%B5%D1%87%20%7C%20The%20Shield%20and%20the%20Sword%20(1968),43
The Witches of Eastwick - All Media Types,https://archiveofourown.org/tags/The%20Witches%20of%20Eastwick%20-%20All%20Media%20Types/works,The%20Witches%20of%20Eastwick%20-%20All%20Media%20Types,43
47 Ronin (2013),https://archiveofourown.org/tags/47%20Ronin%20(2013)/works,47%20Ronin%20(2013),42
Breakfast with Scot (2007),https://archiveofourown.org/tags/Breakfast%20with%20Scot%20(2007)/works,Breakfast%20with%20Scot%20(2007),42
Bring It On (Movies),https://archiveofourown.org/tags/Bring%20It%20On%20(Movies)/works,Bring%20It%20On%20(Movies),42
Chì bì | Red Cliff (2008),https://archiveofourown.org/tags/Ch%C3%AC%20b%C3%AC%20%7C%20Red%20Cliff%20(2008)/works,Ch%C3%AC%20b%C3%AC%20%7C%20Red%20Cliff%20(2008),42
Death Note (Movies),https://archiveofourown.org/tags/Death%20Note%20(Movies)/works,Death%20Note%20(Movies),42
Fried Green Tomatoes (1991),https://archiveofourown.org/tags/Fried%20Green%20Tomatoes%20(1991)/works,Fried%20Green%20Tomatoes%20(1991),42
The Hangover (Movies),https://archiveofourown.org/tags/The%20Hangover%20(Movies)/works,The%20Hangover%20(Movies),42
Kuroshitsuji (2014),https://archiveofourown.org/tags/Kuroshitsuji%20(2014)/works,Kuroshitsuji%20(2014),42
Last of the Mohicans (1992),https://archiveofourown.org/tags/Last%20of%20the%20Mohicans%20(1992)/works,Last%20of%20the%20Mohicans%20(1992),42
Lawless (2012),https://archiveofourown.org/tags/Lawless%20(2012)/works,Lawless%20(2012),42
Psycho (1960),https://archiveofourown.org/tags/Psycho%20(1960)/works,Psycho%20(1960),42
Thief of Bagdad (1940),https://archiveofourown.org/tags/Thief%20of%20Bagdad%20(1940)/works,Thief%20of%20Bagdad%20(1940),42
Up (2009),https://archiveofourown.org/tags/Up%20(2009)/works,Up%20(2009),42
Whip It (2009),https://archiveofourown.org/tags/Whip%20It%20(2009)/works,Whip%20It%20(2009),42
Blitz (2011),https://archiveofourown.org/tags/Blitz%20(2011)/works,Blitz%20(2011),41
Child's Play/Chucky (Movies),https://archiveofourown.org/tags/Child's%20Play*s*Chucky%20(Movies)/works,Child's%20Play*s*Chucky%20(Movies),41
The Dark Crystal (1982),https://archiveofourown.org/tags/The%20Dark%20Crystal%20(1982)/works,The%20Dark%20Crystal%20(1982),41
Hacksaw Ridge (2016),https://archiveofourown.org/tags/Hacksaw%20Ridge%20(2016)/works,Hacksaw%20Ridge%20(2016),41
Imagine Me & You (2005),https://archiveofourown.org/tags/Imagine%20Me%20*a*%20You%20(2005)/works,Imagine%20Me%20*a*%20You%20(2005),41
Jack Ryan & Related Fandoms,https://archiveofourown.org/tags/Jack%20Ryan%20*a*%20Related%20Fandoms/works,Jack%20Ryan%20*a*%20Related%20Fandoms,41
La La Land (2016),https://archiveofourown.org/tags/La%20La%20Land%20(2016)/works,La%20La%20Land%20(2016),41
Logan Lucky (2017),https://archiveofourown.org/tags/Logan%20Lucky%20(2017)/works,Logan%20Lucky%20(2017),41
Moon Child (2003),https://archiveofourown.org/tags/Moon%20Child%20(2003)/works,Moon%20Child%20(2003),41
Penelope (2006),https://archiveofourown.org/tags/Penelope%20(2006)/works,Penelope%20(2006),41
She's the Man (2006),https://archiveofourown.org/tags/She's%20the%20Man%20(2006)/works,She's%20the%20Man%20(2006),41
War of the Planet of the Apes (2017),https://archiveofourown.org/tags/War%20of%20the%20Planet%20of%20the%20Apes%20(2017)/works,War%20of%20the%20Planet%20of%20the%20Apes%20(2017),41
Burnt (2015),https://archiveofourown.org/tags/Burnt%20(2015)/works,Burnt%20(2015),40
The Crow (1994),https://archiveofourown.org/tags/The%20Crow%20(1994)/works,The%20Crow%20(1994),40
The Fugitive,https://archiveofourown.org/tags/The%20Fugitive/works,The%20Fugitive,40
G.I. Joe: Rise of Cobra (2009),https://archiveofourown.org/tags/G*d*I*d*%20Joe:%20Rise%20of%20Cobra%20(2009)/works,G*d*I*d*%20Joe:%20Rise%20of%20Cobra%20(2009),40
The Prophecy (Movies),https://archiveofourown.org/tags/The%20Prophecy%20(Movies)/works,The%20Prophecy%20(Movies),40
